Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Stage,Amount,Investment_year,Headquarter_City,Category,Categorised_stage
Scapic,,"Bangalore, Karnataka, India","Cloud Computing, Computer, SaaS, Software",Virtual/Augmented Reality Start Up .,,,Seed,0.5,2018,Bangalore,Other,Seed
6Degree,,"Mumbai, Maharashtra, India","Fashion, Lifestyle, Retail",A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,,,Seed,0.4,2018,Mumbai,E-commerce & Retail,Seed
Ekincare,,"Hyderabad, Andhra Pradesh, India",Medical,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,,,Series A,1.5,2018,Hyderabad,Healthcare & HealthTech,Series A
Groww,,"Kormangala, Karnataka, India","Finance, Impact Investing, Internet",Groww offers a new way of investing money.,,,Seed,0.12,2018,Kormangala,Other,Seed
Cell Propulsion,,"Bangalore, Karnataka, India",—,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,,,Seed,0.04419749968430358,2018,Bangalore,Other,Seed
Chezuba,,"Hyderabad, Andhra Pradesh, India","Internet, Social Entrepreneurship",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,,,Angel,0.008839499936860715,2018,Hyderabad,E-commerce & Retail,Other
Wealthtrust,,"Mumbai, Maharashtra, India","Finance, Impact Investing, Mobile Apps",Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,,,Seed,0.5,2018,Mumbai,Technology & Software,Seed
Awign Enterprises,,"Bangalore, Karnataka, India","Business Development, Market Research, Outsourcing",Operations and manpower outsourcing startup,,,Seed,0.3156964263164541,2018,Bangalore,Energy,Seed
Hubhopper,,"Delhi, Delhi, India","Internet, Social News, Sports",Get your daily dose of interest as summaries from news and magazine stories .,,,Series A,0.5,2018,Delhi,E-commerce & Retail,Series A
Rubix108 Technologies,,"Pune, Maharashtra, India",Information Technology,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,,,Seed,1.0,2018,Pune,Technology & Software,Seed
Workflexi,,"Bangalore, Karnataka, India",Human Resources,"Be Smart, Work on Contract,Be Smart, Hire on Contract",,,Seed,0.06313928526329082,2018,Bangalore,Other,Seed
Streak,,"Bangalore, Karnataka, India",Financial Services,Algorithmic trading platform.,,,Seed,0.14206339184240435,2018,Bangalore,Other,Seed
Kuants,,"Gurgaon, Haryana, India",Financial Services,Algorithmic trading platform.,,,Seed,0.03156964263164541,2018,Gurgaon,Other,Seed
NiYO Solutions,,"Bangalore, Karnataka, India","Finance, Financial Services, FinTech",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,,,Series A,13.2,2018,Bangalore,Finance & FinTech,Series A
Simulanis,,"New Delhi, Delhi, India",Training,A Delhi-based Augmented Reality and Virtual Reality technology development company.,,,Seed,0.5,2018,New Delhi,Other,Seed
MY CHIRAAG CAB,,"Jaipur, Rajasthan, India",Travel,MY CHIRAAG CAB SERVICES PVT LTD,,,Seed,1.0,2018,Jaipur,Other,Seed
Flathalt,,"Gurgaon, Haryana, India",—,FInd your Customized Home here.,,,Angel,0.05,2018,Gurgaon,Other,Other
True Elements,,"Pune, Maharashtra, India","Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,,,Seed,0.3156964263164541,2018,Pune,E-commerce & Retail,Seed
Trendlyne Technologies,,"Bangalore, Karnataka, India",Financial Services,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,,,Seed,0.2,2018,Bangalore,Other,Seed
Planys Technologies,,"Chennai, Tamil Nadu, India","Manufacturing, Oil and Gas, Robotics",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,,,Series A,0.8852127793913374,2018,Chennai,Technology & Software,Series A
HealthPlix,,"Bangalore, Karnataka, India","Fitness, Health Care, Wellness",HealthPlix is a healthtech startup,,,Series A,3.0,2018,Bangalore,Technology & Software,Series A
dishq,,"Bengaluru, Karnataka, India",—,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,,,Seed,0.4,2018,Bengaluru,Other,Seed
Entropik Technology,,"Bengaluru, Karnataka, India","Artificial Intelligence, Computer, Machine Learning",The boundaries between Human and Machines are shrinking fast.,,,Seed,1.1,2018,Bengaluru,Education,Seed
myHQ,,"Delhi, Delhi, India","Collaboration, Communities, Coworking, Sharing Economy",myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,,,Series A,0.5,2018,Delhi,Technology & Software,Series A
Trell,,"Bangalore City, Karnataka, India",—,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,,,Seed,1.25,2018,Bangalore,Other,Seed
Kidovators (by GyanLab),,"Bangalore, Karnataka, India","Big Data, EdTech, Machine Learning",Building future human capital through 21st Century Skills programs for K-12,,,Seed,0.18,2018,Bangalore,Education,Seed
Log 9 Materials,,"Uttar Pradesh, India, Asia",Nanotechnology,Log 9 Materials is a nano-materials manufacturing and RnD startup,,,Seed,0.18941785578987247,2018,Uttar Pradesh,Technology & Software,Seed
VTION,,"Gurgaon, Haryana, India","Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,,,Seed,0.12122742770551838,2018,Gurgaon,Technology & Software,Seed
HousingMan.com,,"Bengaluru, Karnataka, India",—,"New Apartments, Flats for Sale in Bangalore",,,Seed,0.6503346382118955,2018,Bengaluru,Other,Seed
RupeeCircle,,"Mumbai, Maharashtra, India","Financial Services, Lending, Peer to Peer",RupeeCircle is a new age finance company.,,,Seed,0.2525571410531633,2018,Mumbai,Other,Seed
Wooden Street,,"Jaipur, Rajasthan, India","E-Commerce, Furniture, Home Decor, Interior Design, Internet",Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,,,Series A,1.0,2018,Jaipur,Technology & Software,Series A
The Ken,,"Bengaluru, Karnataka, India",Digital Media,The Ken is India’s first subscriptions-only business news site,,,Series A,1.5,2018,Bengaluru,Technology & Software,Series A
SaffronStays,,"Mumbai, Maharashtra, India",—,SaffronStays connects travellers to India's Incredible hosts.,,,Seed,2.0,2018,Mumbai,Other,Seed
Foyr,,"Pune, Maharashtra, India","Home Decor, Interior Design","Foyr.com is India's first online, automated interior designer",,,Series A,4.2,2018,Pune,E-commerce & Retail,Series A
MEngage,,"Jaipur, Rajasthan, India","Health Care, Medical Device, Mobile Apps",MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,,,Seed,0.175,2018,Jaipur,Technology & Software,Seed
Inner Being Wellness,,"Hyderabad, Andhra Pradesh, India",—,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",,,Angel,0.22098749842151788,2018,Hyderabad,Other,Other
Wishberry,,"Mumbai, Maharashtra, India","Crowdfunding, Finance, Financial Services",Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,,,Series A,0.6313928526329082,2018,Mumbai,Other,Series A
McXtra,,"Andheri, Maharashtra, India","Finance, Financial Services, Insurance",McXtra is a digital insurance broking startup.,,,Seed,1.3,2018,Andheri,Other,Seed
SmartVizX,,"Noida, Uttar Pradesh, India","Software, Virtual Reality",It is a Virtual Reality Solutions StartUp,,,Seed,1.45,2018,Noida,Technology & Software,Seed
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,,"Pune, Maharashtra, India",—,Digital Marketing Agency,,,Seed,0.0012627857052658164,2018,Pune,Other,Seed
Scale Labs,,"Delhi, Delhi, India",—,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,,,Seed,1.0,2018,Delhi,Other,Seed
HungerBox,,"Bengaluru, Karnataka, India","B2B, Food and Beverage, Food Delivery",HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,,,Series A,4.5,2018,Bengaluru,E-commerce & Retail,Series A
Biryani By Kilo,,"Noida, Uttar Pradesh, India","Catering, Food and Beverage, Food Delivery, Food Processing",BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,,,Seed,1.0,2018,Noida,E-commerce & Retail,Seed
Wholesome Habits (EAT Anytime),,"Mumbai, Maharashtra, India","Food and Beverage, Snack Food",Wholesome Habits (EAT Anytime) is a healthy snacks Company.,,,Seed,0.5,2018,Mumbai,E-commerce & Retail,Seed
GoBumpr,,"Mylapore, Tamil Nadu, India","Automotive, E-Commerce, Mobile",Car Service and Bike Service Mobile App,,,Seed,0.6,2018,Mylapore,Technology & Software,Seed
Fixpocket,,"Ahmedabad, Gujarat, India","Computer, Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development",Fixpocket is a internet-based startup.,,,Seed,0.25,2018,Ahmedabad,Technology & Software,Seed
edureka!,,"Bangalore, Karnataka, India","Android, Big Data, Blockchain, Cloud Computing, EdTech, Education, Information Technology, iOS, Training, Web Development","Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",,,Series A,2.0,2018,Bangalore,Technology & Software,Series A
Wow Express,,"Mumbai, Maharashtra, India","Delivery, Information Technology, Mobile Apps","WOW, as customers react to his studiously taught, trained, polite and courteous nature.",,,Series A,4.5,2018,Mumbai,Technology & Software,Series A
ZunRoof,,"Gurgaon, Haryana, India","Environmental Consulting, Renewable Energy",ZunRoof is a rooftop focused solar startup.,,,Angel,0.10481121353706277,2018,Gurgaon,Energy,Other
Eggoz,,"Indore, Madhya Pradesh, India","Food and Beverage, Food Processing",Eggoz is a full-stack layer poultry business operator & service provider .,,,Angel,0.07576714231594898,2018,Indore,E-commerce & Retail,Other
Sqrrl Fintech,,"Gurgaon, Haryana, India","Big Data, Business Intelligence, Financial Services, FinTech, Personal Finance",Personal Finance,,,Seed,1.0,2018,Gurgaon,Finance & FinTech,Seed
IndiQube,,"Bengaluru, Karnataka, India","Commercial Real Estate, Coworking, Office Administration, Real Estate",IndiQube is a provider of co-working spaces based in Bengaluru.,,,Series A,15.0,2018,Bengaluru,Education,Series A
EGK Foods,,"Mumbai, Maharashtra, India","Food and Beverage, Food Processing, Organic Food, Snack Food",A food processing enterprise registered with StartUp India .,,,Seed,0.12627857052658165,2018,Mumbai,E-commerce & Retail,Seed
NirogStreet,,"Gurgaon, Haryana, India","Apps, Health Care, Internet, Mobile Apps, Personal Health",NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,,,Seed,0.3,2018,Gurgaon,Technology & Software,Seed
Pixr8,,"Ghaziabad, Uttar Pradesh, India","Digital Media, Incubators, Social Entrepreneurship",Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,,,Seed,0.05,2018,Ghaziabad,Technology & Software,Seed
Nivesh.com,,"Noida, Uttar Pradesh, India","Finance, Financial Services, Marketing",Nivesh.com is a mass market mutual funds investment platform.,,,Seed,0.18941785578987247,2018,Noida,Other,Seed
Hey Deedee,,"Mumbai, Maharashtra, India","Delivery Service, Logistics, Service Industry",Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,,,Seed,0.2083596413688597,2018,Mumbai,Other,Seed
DigiConnectt Technologys,,"Bengaluru, Karnataka, India","Information Services, Information Technology",A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,,,Seed,0.125,2018,Bengaluru,Technology & Software,Seed
Locus.sh,,"Bangalore, Karnataka, India","Big Data, Data Visualization, Logistics, Software",Locus is an intelligent logistics automation platform.,,,Series A,4.0,2018,Bangalore,Other,Series A
Sports Flashes Pvt. Ltd,,"New Delhi, Delhi, India","Basketball, Cricket, Cycling, eSports, Fitness, Golf, Health Care, Hockey, Sports, Swimming, Table Tennis, Volley Ball","Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",,,Seed,1.0,2018,New Delhi,Technology & Software,Seed
Picxy,,"Guntur, Andhra Pradesh, India",Internet,"A stock photo startup based in Amravati, Andhra Pradesh.",,,Seed,0.13,2018,Guntur,Other,Seed
Huddle,,"Haryana, Haryana, India",Consulting,A coworking incubator Company.,,,Seed,0.3,2018,Haryana,Other,Seed
Cash Suvidha,,"New Delhi, Delhi, India",Finance,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,,,Seed,1.0,2018,New Delhi,Other,Seed
Smartcoin,,"Bangalore, Karnataka, India","Big Data, Financial Services, Machine Learning, Predictive Analytics",Providing financial access to the millions of mobile users in India using alternative credit assessment,,,Seed,2.0,2018,Bangalore,Education,Seed
Roadcast,,"New Delhi, Delhi, India",—,Transforming the way businesses deliver. Work-force & fleet mobility tools.,,,Angel,0.25,2018,New Delhi,Other,Other
Printline Media(ThePrint),,"New Delhi, Delhi, India","Digital Media, News, Publishing",A digital news platform.,,,Seed,0.22035610556888496,2018,New Delhi,Technology & Software,Seed
Doxper,,"Mumbai, Maharashtra, India","Health Care, Hospital",Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,,,Seed,0.4546028538956939,2018,Mumbai,Technology & Software,Seed
i2ifunding,,"Noida, Uttar Pradesh, India","Crowdfunding, Finance, Financial Services",i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,,,Angel,0.3156964263164541,2018,Noida,Other,Other
Fasal,,"Bengaluru, Karnataka, India","Agriculture, AgTech, Artificial Intelligence, Internet of Things, Machine Learning",Climate Smart Precision Agriculture Platform,,,Seed,0.12,2018,Bengaluru,Education,Seed
CoinGeto,,"Delhi, Delhi, India","Cryptocurrency, Trading Platform",CoinGeto is one of India’s most advanced digital assets exchange.,,,Seed,0.7576714231594899,2018,Delhi,Finance & FinTech,Seed
Avail Finance,,"Bangalore, Karnataka, India","Finance, FinTech, Mobile Payments",Avail is a mobile-first platform aiming to financially include the urban mass of India.,,,Series A,17.2,2018,Bangalore,Finance & FinTech,Series A
Tripeur,,"Bengaluru, Karnataka, India",Information Technology,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,,,Seed,0.6,2018,Bengaluru,Technology & Software,Seed
Doubtnut,,"Gurgaon, Haryana, India","E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",Gurgaon based E-learning platform.,,,Seed,0.22098749842151788,2018,Gurgaon,Technology & Software,Seed
MCaffeine,,"Mumbai, Maharashtra, India",Consumer Goods,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,,,Seed,0.20204571284253062,2018,Mumbai,Other,Seed
TrustCheckr,,"Bengaluru, Karnataka, India",Information Technology,A Bengaluru-based fraud analytics solution provider .,,,Angel,0.1,2018,Bengaluru,Technology & Software,Other
HealthAssure,,"Mumbai, Maharashtra, India","Fitness, Health Care, Wellness",HealthAssure provides access to Discounted & High Quality primary care medical network.,,,Seed,1.0,2018,Mumbai,Technology & Software,Seed
Picture TIme,,"New Delhi, Delhi, India",Digital Entertainment,Operator of low-cost mobile cinema theatres in rural areas.,,,Seed,1.5784821315822706,2018,New Delhi,Technology & Software,Seed
